loc_name,status,score,x,y,l_adr,n_sq_rplsa,adresse,c_postal,l_com,n_voie,c_suf1,c_desi,l_voie,pays
,,,,,,"940018442",33 RUE DU CLOS FLEURY,"94800",Villejuif,"33",,RUE,DU CLOS FLEURY,FRANCE
,,,,,,"940018443",33 RUE FRANCIS POULENC,"94400",Vitry-sur-Seine,"33",,RUE,FRANCIS POULENC,FRANCE
,,,,,,"940018444",33 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"33",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018445",34 RUE BERTHE MORIZOT,"94450",Limeil-BrÃ©vannes,"34",,RUE,BERTHE MORIZOT,FRANCE
,,,,,,"940018446",34 RUE DU CLOS FLEURY,"94800",Villejuif,"34",,RUE,DU CLOS FLEURY,FRANCE
,,,,,,"940018447",35 RUE FRANCIS POULENC,"94400",Vitry-sur-Seine,"35",,RUE,FRANCIS POULENC,FRANCE
,,,,,,"940018448",35 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"35",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018449",36 RUE BERTHE MORIZOT,"94450",Limeil-BrÃ©vannes,"36",,RUE,BERTHE MORIZOT,FRANCE
,,,,,,"940018450",36 RUE DU CLOS FLEURY,"94800",Villejuif,"36",,RUE,DU CLOS FLEURY,FRANCE
,,,,,,"940018451",36 RUE J.J. ROUSSEAU,"94120",Fontenay-sous-Bois,"36",,RUE,J.J. ROUSSEAU,FRANCE
,,,,,,"940018452",36 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"36",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018453",36 SENTIER B.MALON,"94800",Villejuif,"36",,SENTIER,B.MALON,FRANCE
,,,,,,"940018454",37 RUE FRANCIS POULENC,"94400",Vitry-sur-Seine,"37",,RUE,FRANCIS POULENC,FRANCE
,,,,,,"940018455",37 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"37",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018456",38 RUE BERTHE MORIZOT,"94450",Limeil-BrÃ©vannes,"38",,RUE,BERTHE MORIZOT,FRANCE
,,,,,,"940018457",38 RUE DU CLOS FLEURY,"94800",Villejuif,"38",,RUE,DU CLOS FLEURY,FRANCE
,,,,,,"940018458",38 RUE J.J. ROUSSEAU,"94120",Fontenay-sous-Bois,"38",,RUE,J.J. ROUSSEAU,FRANCE
,,,,,,"940018459",38 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"38",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018460",38 SENTIER B.MALON,"94800",Villejuif,"38",,SENTIER,B.MALON,FRANCE
,,,,,,"940018461",39 RUE FRANCIS POULENC,"94400",Vitry-sur-Seine,"39",,RUE,FRANCIS POULENC,FRANCE
,,,,,,"940018462",39 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"39",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018463",4 ALLEE JEAN COUZY,"94400",Vitry-sur-Seine,"4",,ALLEE,JEAN COUZY,FRANCE
,,,,,,"940018464",4 ALLEE S. DELAUNAY,"94800",Villejuif,"4",,ALLEE,S. DELAUNAY,FRANCE
,,,,,,"940018465",4 AVENUE DES MESANGES,"94600",Choisy-le-Roi,"4",,AVENUE,DES MESANGES,FRANCE
,,,,,,"940018466",4 AVENUE MICHEL GOUTIER,"94380",Bonneuil-sur-Marne,"4",,AVENUE,MICHEL GOUTIER,FRANCE
,,,,,,"940018467",4 CITE DES PEUPLIERS,"94500",Champigny-sur-Marne,"4",,CITE,DES PEUPLIERS,FRANCE
,,,,,,"940018468",4 IMPASSE FR RUDE,"94000",CrÃ©teil,"4",,IMPASSE,FR RUDE,FRANCE
,,,,,,"940018469",4 IMPASSE GUTEMBERG,"94110",Arcueil,"4",,IMPASSE,GUTEMBERG,FRANCE
,,,,,,"940018470",4 IMPASSE THIMONIER,"94110",Arcueil,"4",,IMPASSE,THIMONIER,FRANCE
,,,,,,"940018471",4 OREE DU PARC,"94420",Le Plessis-TrÃ©vise,"4",,,OREE DU PARC,FRANCE
,,,,,,"940018472",4 PLACE DE LA VICTOIRE DU 08/05/45,"94250",Gentilly,"4",,PLACE,DE LA VICTOIRE DU 08/05/45,FRANCE
,,,,,,"940018473",4 PLACE GUTEMBERG,"94110",Arcueil,"4",,PLACE,GUTEMBERG,FRANCE
,,,,,,"940018474",4 RESIDENCE L. BLANC,"94140",Alfortville,"4",,RESIDENCE,L. BLANC,FRANCE
,,,,,,"940018475",4 RESIDENCE LES ANEMONES,"94260",Fresnes,"4",,RESIDENCE,LES ANEMONES,FRANCE
,,,,,,"940018476",4 RUE BERTHE MORIZOT,"94450",Limeil-BrÃ©vannes,"4",,RUE,BERTHE MORIZOT,FRANCE
,,,,,,"940018477",4 RUE DU CIMETIERE PARISIEN,"94200",Ivry-sur-Seine,"4",,RUE,DU CIMETIERE PARISIEN,FRANCE
,,,,,,"940018478",4 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"4",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018479",4 VILLA DU CEDRE 32 AVE BERTRAND,"94420",Le Plessis-TrÃ©vise,"4",,VILLA,DU CEDRE 32 AVE BERTRAND,FRANCE
,,,,,,"940018480",4 VILLA PINS 42 RUE CHENNEVIERES,"94420",Le Plessis-TrÃ©vise,"4",,VILLA,PINS 42 RUE CHENNEVIERES,FRANCE
,,,,,,"940018481",40 RUE BERTHE MORIZOT,"94450",Limeil-BrÃ©vannes,"40",,RUE,BERTHE MORIZOT,FRANCE
,,,,,,"940018482",40 RUE DU CLOS FLEURY,"94800",Villejuif,"40",,RUE,DU CLOS FLEURY,FRANCE
,,,,,,"940018483",40 RUE J.J. ROUSSEAU,"94120",Fontenay-sous-Bois,"40",,RUE,J.J. ROUSSEAU,FRANCE
,,,,,,"940018484",40 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"40",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018485",40 SENTIER B.MALON,"94800",Villejuif,"40",,SENTIER,B.MALON,FRANCE
,,,,,,"940018486",41 RUE DU DOCTEUR PAUL CASALIS,"94000",CrÃ©teil,"41",,RUE,DU DOCTEUR PAUL CASALIS,FRANCE
,,,,,,"940018487",41 RUE FRANCIS POULENC,"94400",Vitry-sur-Seine,"41",,RUE,FRANCIS POULENC,FRANCE
,,,,,,"940018488",42 RUE BERTHE MORIZOT,"94450",Limeil-BrÃ©vannes,"42",,RUE,BERTHE MORIZOT,FRANCE
,,,,,,"940018489",42 RUE DU CLOS FLEURY,"94800",Villejuif,"42",,RUE,DU CLOS FLEURY,FRANCE
,,,,,,"940018490",42 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"42",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018491",42 SENTIER B.MALON,"94800",Villejuif,"42",,SENTIER,B.MALON,FRANCE
,,,,,,"940018492",43 RUE DU DOCTEUR PAUL CASALIS,"94000",CrÃ©teil,"43",,RUE,DU DOCTEUR PAUL CASALIS,FRANCE
,,,,,,"940018493",43 RUE FRANCIS POULENC,"94400",Vitry-sur-Seine,"43",,RUE,FRANCIS POULENC,FRANCE
,,,,,,"940018494",44 AVENUE DU GÉNÉRAL LECLERC,"94350",Villiers-sur-Marne,"44",,AVENUE,DU GÉNÉRAL LECLERC,FRANCE
,,,,,,"940018495",44 BIS AVENUE DU GÉNÉRAL LECLERC,"94350",Villiers-sur-Marne,"44",BIS,AVENUE,DU GÉNÉRAL LECLERC,FRANCE
,,,,,,"940018496",44 RUE BERTHE MORIZOT,"94450",Limeil-BrÃ©vannes,"44",,RUE,BERTHE MORIZOT,FRANCE
,,,,,,"940018497",44 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"44",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018498",45 RUE DU DOCTEUR PAUL CASALIS,"94000",CrÃ©teil,"45",,RUE,DU DOCTEUR PAUL CASALIS,FRANCE
,,,,,,"940018499",45 RUE FRANCIS POULENC,"94400",Vitry-sur-Seine,"45",,RUE,FRANCIS POULENC,FRANCE
,,,,,,"940018500",46 AVENUE HENRY DUNANT,"94350",Villiers-sur-Marne,"46",,AVENUE,HENRY DUNANT,FRANCE
,,,,,,"940018501",46 RUE BERTHE MORIZOT,"94450",Limeil-BrÃ©vannes,"46",,RUE,BERTHE MORIZOT,FRANCE
,,,,,,"940018502",46 RUE DE BEAUREGARD,"94500",Champigny-sur-Marne,"46",,RUE,DE BEAUREGARD,FRANCE
,,,,,,"940018503",46 RUE GEORGES LE BIGOT,"94800",Villejuif,"46",,RUE,GEORGES LE BIGOT,FRANCE
,,,,,,"940018504",46 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"46",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018505",47 AVENUE G CLEMENCEAU,"94700",Maisons-Alfort,"47",,AVENUE,G CLEMENCEAU,FRANCE
,,,,,,"940018506",47 RUE DU DOCTEUR PAUL CASALIS,"94000",CrÃ©teil,"47",,RUE,DU DOCTEUR PAUL CASALIS,FRANCE
,,,,,,"940018507",47 RUE FRANCIS POULENC,"94400",Vitry-sur-Seine,"47",,RUE,FRANCIS POULENC,FRANCE
,,,,,,"940018508",48 RUE DE BEAUREGARD,"94500",Champigny-sur-Marne,"48",,RUE,DE BEAUREGARD,FRANCE
,,,,,,"940018509",48 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"48",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018510",49 RUE FRANCIS POULENC,"94400",Vitry-sur-Seine,"49",,RUE,FRANCIS POULENC,FRANCE
,,,,,,"940018511",5 ALLÉE DU FAISON DORÉ,"94420",Le Plessis-TrÃ©vise,"5",,,ALLÉE DU FAISON DORÉ,FRANCE
,,,,,,"940018512",5 ALLEE JEAN COUZY,"94400",Vitry-sur-Seine,"5",,ALLEE,JEAN COUZY,FRANCE
,,,,,,"940018513",5 ALLEE S. DELAUNAY,"94800",Villejuif,"5",,ALLEE,S. DELAUNAY,FRANCE
,,,,,,"940018514",5 AVENUE DES MESANGES,"94600",Choisy-le-Roi,"5",,AVENUE,DES MESANGES,FRANCE
,,,,,,"940018515",5 AVENUE MICHEL GOUTIER,"94380",Bonneuil-sur-Marne,"5",,AVENUE,MICHEL GOUTIER,FRANCE
,,,,,,"940018516",5 CITE DES PEUPLIERS,"94500",Champigny-sur-Marne,"5",,CITE,DES PEUPLIERS,FRANCE
,,,,,,"940018517",5 ESPACE LE PETIT NOYER,"94460",Valenton,"5",,ESPACE,LE PETIT NOYER,FRANCE
,,,,,,"940018518",5 IMPASSE GUTEMBERG,"94110",Arcueil,"5",,IMPASSE,GUTEMBERG,FRANCE
,,,,,,"940018519",5 IMPASSE THIMONIER,"94110",Arcueil,"5",,IMPASSE,THIMONIER,FRANCE
,,,,,,"940018520",5 PLACE DE LA VICTOIRE DU 08/05/45,"94250",Gentilly,"5",,PLACE,DE LA VICTOIRE DU 08/05/45,FRANCE
,,,,,,"940018521",5 PLACE GUTEMBERG,"94110",Arcueil,"5",,PLACE,GUTEMBERG,FRANCE
,,,,,,"940018522",5 PLACE INSURRECTION,"94200",Ivry-sur-Seine,"5",,PLACE,INSURRECTION,FRANCE
,,,,,,"940018523",5 RESIDENCE L. BLANC,"94140",Alfortville,"5",,RESIDENCE,L. BLANC,FRANCE
,,,,,,"940018524",5 RESIDENCE LES ANEMONES,"94260",Fresnes,"5",,RESIDENCE,LES ANEMONES,FRANCE
,,,,,,"940018525",5 RUE DU BUISSON DE LA BERGERE,"94120",Fontenay-sous-Bois,"5",,RUE,DU BUISSON DE LA BERGERE,FRANCE
,,,,,,"940018526",5 RUE GEORGES BRASSENS,"94600",Choisy-le-Roi,"5",,RUE,GEORGES BRASSENS,FRANCE
,,,,,,"940018527",5 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"5",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018528",5 RUE ROGER DERRY,"94400",Vitry-sur-Seine,"5",,RUE,ROGER DERRY,FRANCE
,,,,,,"940018529",5 RUE V.ANTOMARCHI,"94800",Villejuif,"5",,RUE,V.ANTOMARCHI,FRANCE
,,,,,,"940018530",5 RUE X. GUILLEMIN,"94800",Villejuif,"5",,RUE,X. GUILLEMIN,FRANCE
,,,,,,"940018531",5 SQUARE HELENE BOUCHER,"94310",Orly,"5",,SQUARE,HELENE BOUCHER,FRANCE
,,,,,,"940018532",5 VILLA DU CEDRE 32 AVE BERTRAND,"94420",Le Plessis-TrÃ©vise,"5",,VILLA,DU CEDRE 32 AVE BERTRAND,FRANCE
,,,,,,"940018533",5 VILLA PINS 42 RUE CHENNEVIERES,"94420",Le Plessis-TrÃ©vise,"5",,VILLA,PINS 42 RUE CHENNEVIERES,FRANCE
,,,,,,"940018534",50 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"50",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018535",51 AVENUE AMBROISENE,"94500",Champigny-sur-Marne,"51",,AVENUE,AMBROISENE,FRANCE
,,,,,,"940018536",51 BIS AVENUE MARECH. JOFFRE,"94120",Fontenay-sous-Bois,"51",BIS,AVENUE,MARECH. JOFFRE,FRANCE
,,,,,,"940018537",52 AVENUE DU GÉNÉRAL .P. BILLOTTE,"94000",CrÃ©teil,"52",,AVENUE,DU GÉNÉRAL .P. BILLOTTE,FRANCE
,,,,,,"940018538",52 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"52",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018539",53 AVENUE MARECH. JOFFRE,"94120",Fontenay-sous-Bois,"53",,AVENUE,MARECH. JOFFRE,FRANCE
,,,,,,"940018540",53 RUE AMBROISINE,"94500",Champigny-sur-Marne,"53",,RUE,AMBROISINE,FRANCE
,,,,,,"940018541",54 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"54",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018542",55 AVENUE MARECH. JOFFRE,"94120",Fontenay-sous-Bois,"55",,AVENUE,MARECH. JOFFRE,FRANCE
,,,,,,"940018543",56 AVENUE DU GÉNÉRAL .P. BILLOTTE,"94000",CrÃ©teil,"56",,AVENUE,DU GÉNÉRAL .P. BILLOTTE,FRANCE
,,,,,,"940018544",56 AVENUE DU GÉNÉRAL P. BILLOTTE,"94000",CrÃ©teil,"56",,AVENUE,DU GÉNÉRAL P. BILLOTTE,FRANCE
,,,,,,"940018545",56 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"56",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018546",57 BIS RUE DES HTS MOGUICHETS,"94500",Champigny-sur-Marne,"57",BIS,RUE,DES HTS MOGUICHETS,FRANCE
,,,,,,"940018547",57 RUE DES HTS MOGUICHETS,"94500",Champigny-sur-Marne,"57",,RUE,DES HTS MOGUICHETS,FRANCE
,,,,,,"940018548",6 ALLEE JOSEPH RAVANEL,"94400",Vitry-sur-Seine,"6",,ALLEE,JOSEPH RAVANEL,FRANCE
,,,,,,"940018549",6 ALLEE S. DELAUNAY,"94800",Villejuif,"6",,ALLEE,S. DELAUNAY,FRANCE
,,,,,,"940018550",6 AVENUE DES MESANGES,"94600",Choisy-le-Roi,"6",,AVENUE,DES MESANGES,FRANCE
,,,,,,"940018551",6 AVENUE MICHEL GOUTIER,"94380",Bonneuil-sur-Marne,"6",,AVENUE,MICHEL GOUTIER,FRANCE
,,,,,,"940018552",6 CITE DES PEUPLIERS,"94500",Champigny-sur-Marne,"6",,CITE,DES PEUPLIERS,FRANCE
,,,,,,"940018553",6 IMPASSE DU CLOCHER,"94500",Champigny-sur-Marne,"6",,IMPASSE,DU CLOCHER,FRANCE
,,,,,,"940018554",6 IMPASSE GUTEMBERG,"94110",Arcueil,"6",,IMPASSE,GUTEMBERG,FRANCE
,,,,,,"940018555",6 IMPASSE THIMONIER,"94110",Arcueil,"6",,IMPASSE,THIMONIER,FRANCE
,,,,,,"940018556",6 PLACE DE LA VICTOIRE DU 08/05/45,"94250",Gentilly,"6",,PLACE,DE LA VICTOIRE DU 08/05/45,FRANCE
,,,,,,"940018557",6 PLACE GUTEMBERG,"94110",Arcueil,"6",,PLACE,GUTEMBERG,FRANCE
,,,,,,"940018558",6 RESIDENCE L. BLANC,"94140",Alfortville,"6",,RESIDENCE,L. BLANC,FRANCE
,,,,,,"940018559",6 RESIDENCE LES ANEMONES,"94260",Fresnes,"6",,RESIDENCE,LES ANEMONES,FRANCE
,,,,,,"940018560",6 RUE BERTHE MORIZOT,"94450",Limeil-BrÃ©vannes,"6",,RUE,BERTHE MORIZOT,FRANCE
,,,,,,"940018561",6 RUE DE LA LIBERTE,"94220",Charenton-le-Pont,"6",,RUE,DE LA LIBERTE,FRANCE
,,,,,,"940018562",6 RUE DU CIMETIERE PARISIEN,"94200",Ivry-sur-Seine,"6",,RUE,DU CIMETIERE PARISIEN,FRANCE
,,,,,,"940018563",6 RUE ELYSEE RECLUS,"94500",Champigny-sur-Marne,"6",,RUE,ELYSEE RECLUS,FRANCE
,,,,,,"940018564",6 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"6",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018565",6 VILLA PINS 42 RUE CHENNEVIERES,"94420",Le Plessis-TrÃ©vise,"6",,VILLA,PINS 42 RUE CHENNEVIERES,FRANCE
,,,,,,"940018566",65 AVENUE LENINE,"94110",Arcueil,"65",,AVENUE,LENINE,FRANCE
,,,,,,"940018567",69 AVENUE LENINE,"94110",Arcueil,"69",,AVENUE,LENINE,FRANCE
,,,,,,"940018568",7 ALLEE JEAN COUZY,"94400",Vitry-sur-Seine,"7",,ALLEE,JEAN COUZY,FRANCE
,,,,,,"940018569",7 ALLEE S. DELAUNAY,"94800",Villejuif,"7",,ALLEE,S. DELAUNAY,FRANCE
,,,,,,"940018570",7 AVENUE MICHEL GOUTIER,"94380",Bonneuil-sur-Marne,"7",,AVENUE,MICHEL GOUTIER,FRANCE
,,,,,,"940018571",7 CITE DES PEUPLIERS,"94500",Champigny-sur-Marne,"7",,CITE,DES PEUPLIERS,FRANCE
,,,,,,"940018572",7 ESPACE LE PETIT NOYER,"94460",Valenton,"7",,ESPACE,LE PETIT NOYER,FRANCE
,,,,,,"940018573",7 IMPASSE THIMONIER,"94110",Arcueil,"7",,IMPASSE,THIMONIER,FRANCE
,,,,,,"940018574",7 PLACE DE LA VICTOIRE DU 08/05/45,"94250",Gentilly,"7",,PLACE,DE LA VICTOIRE DU 08/05/45,FRANCE
,,,,,,"940018575",7 PLACE GUTEMBERG,"94110",Arcueil,"7",,PLACE,GUTEMBERG,FRANCE
,,,,,,"940018576",7 PLACE INSURRECTION,"94200",Ivry-sur-Seine,"7",,PLACE,INSURRECTION,FRANCE
,,,,,,"940018577",7 RESIDENCE LES ANEMONES,"94260",Fresnes,"7",,RESIDENCE,LES ANEMONES,FRANCE
,,,,,,"940018578",7 RUE DE L EGLISE,"94340",Joinville-le-Pont,"7",,RUE,DE L EGLISE,FRANCE
,,,,,,"940018579",7 RUE DU BUISSON DE LA BERGERE,"94120",Fontenay-sous-Bois,"7",,RUE,DU BUISSON DE LA BERGERE,FRANCE
,,,,,,"940018580",7 RUE GEORGES SAND,"94550",Chevilly-Larue,"7",,RUE,GEORGES SAND,FRANCE
,,,,,,"940018581",7 RUE MARCEL CERDAN,"94320",Thiais,"7",,RUE,MARCEL CERDAN,FRANCE
,,,,,,"940018582",7 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"7",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018583",7 RUE ROGER DERRY,"94400",Vitry-sur-Seine,"7",,RUE,ROGER DERRY,FRANCE
,,,,,,"940018584",7 RUE V.ANTOMARCHI,"94800",Villejuif,"7",,RUE,V.ANTOMARCHI,FRANCE
,,,,,,"940018585",7 RUE X. GUILLEMIN,"94800",Villejuif,"7",,RUE,X. GUILLEMIN,FRANCE
,,,,,,"940018586",7 VILLA PINS 42 RUE CHENNEVIERES,"94420",Le Plessis-TrÃ©vise,"7",,VILLA,PINS 42 RUE CHENNEVIERES,FRANCE
,,,,,,"940018587",71 AVENUE LENINE,"94110",Arcueil,"71",,AVENUE,LENINE,FRANCE
,,,,,,"940018588",71 BIS AVENUE LENINE,"94110",Arcueil,"71",BIS,AVENUE,LENINE,FRANCE
,,,,,,"940018589",78 AVENUE DU GÉNÉRAL .P. BILLOTTE,"94000",CrÃ©teil,"78",,AVENUE,DU GÉNÉRAL .P. BILLOTTE,FRANCE
,,,,,,"940018590",8 ALLEE JOSEPH RAVANEL,"94400",Vitry-sur-Seine,"8",,ALLEE,JOSEPH RAVANEL,FRANCE
,,,,,,"940018591",8 ALLEE S. DELAUNAY,"94800",Villejuif,"8",,ALLEE,S. DELAUNAY,FRANCE
,,,,,,"940018592",8 AVENUE DES MESANGES,"94600",Choisy-le-Roi,"8",,AVENUE,DES MESANGES,FRANCE
,,,,,,"940018593",8 AVENUE MICHEL GOUTIER,"94380",Bonneuil-sur-Marne,"8",,AVENUE,MICHEL GOUTIER,FRANCE
,,,,,,"940018594",8 CITE DES PEUPLIERS,"94500",Champigny-sur-Marne,"8",,CITE,DES PEUPLIERS,FRANCE
,,,,,,"940018595",8 IMPASSE GUTEMBERG,"94110",Arcueil,"8",,IMPASSE,GUTEMBERG,FRANCE
,,,,,,"940018596",8 IMPASSE THIMONIER,"94110",Arcueil,"8",,IMPASSE,THIMONIER,FRANCE
,,,,,,"940018597",8 JARDIN DU CARD DE RICHELIEU,"94220",Charenton-le-Pont,"8",,JARDIN,DU CARD DE RICHELIEU,FRANCE
,,,,,,"940018598",8 PLACE DE LA VICTOIRE DU 08/05/45,"94250",Gentilly,"8",,PLACE,DE LA VICTOIRE DU 08/05/45,FRANCE
,,,,,,"940018599",8 PLACE GUTEMBERG,"94110",Arcueil,"8",,PLACE,GUTEMBERG,FRANCE
,,,,,,"940018600",8 RESIDENCE LES ANEMONES,"94260",Fresnes,"8",,RESIDENCE,LES ANEMONES,FRANCE
,,,,,,"940018601",8 RUE BABOEUF,"94140",Alfortville,"8",,RUE,BABOEUF,FRANCE
,,,,,,"940018602",8 RUE BALLU,"94290",Villeneuve-le-Roi,"8",,RUE,BALLU,FRANCE
,,,,,,"940018603",8 RUE BERTHE MORIZOT,"94450",Limeil-BrÃ©vannes,"8",,RUE,BERTHE MORIZOT,FRANCE
,,,,,,"940018604",8 RUE ELYSEE RECLUS,"94500",Champigny-sur-Marne,"8",,RUE,ELYSEE RECLUS,FRANCE
,,,,,,"940018605",8 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"8",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018606",8 VILLA PINS 42 RUE CHENNEVIERES,"94420",Le Plessis-TrÃ©vise,"8",,VILLA,PINS 42 RUE CHENNEVIERES,FRANCE
,,,,,,"940018607",81 RUE ANTOINE ET MARIE COLLIN,"94400",Vitry-sur-Seine,"81",,RUE,ANTOINE ET MARIE COLLIN,FRANCE
,,,,,,"940018608",83 AVENUE JEAN JAURES,"94500",Champigny-sur-Marne,"83",,AVENUE,JEAN JAURES,FRANCE
,,,,,,"940018609",83 RUE MARCELIN BERTHELOT,"94140",Alfortville,"83",,RUE,MARCELIN BERTHELOT,FRANCE
,,,,,,"940018610",9 AVENUE MICHEL GOUTIER,"94380",Bonneuil-sur-Marne,"9",,AVENUE,MICHEL GOUTIER,FRANCE
,,,,,,"940018611",9 ESPACE LE PETIT NOYER,"94460",Valenton,"9",,ESPACE,LE PETIT NOYER,FRANCE
,,,,,,"940018612",9 IMPASSE THIMONIER,"94110",Arcueil,"9",,IMPASSE,THIMONIER,FRANCE
,,,,,,"940018613",9 PLACE DE LA VICTOIRE DU 08/05/45,"94250",Gentilly,"9",,PLACE,DE LA VICTOIRE DU 08/05/45,FRANCE
,,,,,,"940018614",9 PLACE GUTEMBERG,"94110",Arcueil,"9",,PLACE,GUTEMBERG,FRANCE
,,,,,,"940018615",9 RESIDENCE LES ANEMONES,"94260",Fresnes,"9",,RESIDENCE,LES ANEMONES,FRANCE
,,,,,,"940018616",9 RUE DE LA 1ERE DIVISION,"94160",Saint-MandÃ©,"9",,RUE,DE LA 1ERE DIVISION,FRANCE
,,,,,,"940018617",9 RUE FRANCIS POULENC,"94400",Vitry-sur-Seine,"9",,RUE,FRANCIS POULENC,FRANCE
,,,,,,"940018618",9 RUE GEORGES SAND,"94550",Chevilly-Larue,"9",,RUE,GEORGES SAND,FRANCE
,,,,,,"940018619",9 RUE MARCEL CERDAN,"94320",Thiais,"9",,RUE,MARCEL CERDAN,FRANCE
,,,,,,"940018620",9 RUE PAUL GAUGUIN,"94400",Vitry-sur-Seine,"9",,RUE,PAUL GAUGUIN,FRANCE
,,,,,,"940018621",9 RUE ROGER DERRY,"94400",Vitry-sur-Seine,"9",,RUE,ROGER DERRY,FRANCE
,,,,,,"940018622",9 RUE V.ANTOMARCHI,"94800",Villejuif,"9",,RUE,V.ANTOMARCHI,FRANCE
,,,,,,"940018623",9 VILLA PINS 42 RUE CHENNEVIERES,"94420",Le Plessis-TrÃ©vise,"9",,VILLA,PINS 42 RUE CHENNEVIERES,FRANCE
,,,,,,"940018624",AVENUE DE VALENTON,"94450",Limeil-BrÃ©vannes,,,AVENUE,DE VALENTON,FRANCE
,,,,,,"940018625",HLM CHERCHEFEUILLE,"94110",Arcueil,,,,HLM CHERCHEFEUILLE,FRANCE
,,,,,,"940018626",HLM LA VACHE NOIRE,"94110",Arcueil,,,,HLM LA VACHE NOIRE,FRANCE
,,,,,,"940018627",HLM LES IRLANDAIS,"94110",Arcueil,,,,HLM LES IRLANDAIS,FRANCE
,,,,,,"940018628",HLM PAUL VAILLANT COUTURIER,"94110",Arcueil,,,,HLM PAUL VAILLANT COUTURIER,FRANCE
,,,,,,"940018629",PLACE DE LA PEUPLERAIE,"94470",Boissy-Saint-LÃ©ger,,,PLACE,DE LA PEUPLERAIE,FRANCE
,,,,,,"940018630",ROUTE CLOS DE LA BORDERIE,"94510",La Queue-en-Brie,,,ROUTE,CLOS DE LA BORDERIE,FRANCE
,,,,,,"940018631",1 ALLEE DU 8 MAI 1946,"94140",Alfortville,"1",,ALLEE,DU 8 MAI 1946,FRANCE
,,,,,,"940018632",1 ALLEE DU 8 MAI 1949,"94140",Alfortville,"1",,ALLEE,DU 8 MAI 1949,FRANCE
,,,,,,"940018633",1 ALLEE DU 8 MAI 1951,"94140",Alfortville,"1",,ALLEE,DU 8 MAI 1951,FRANCE
,,,,,,"940018634",1 ALLEE DU 8 MAI 1952,"94140",Alfortville,"1",,ALLEE,DU 8 MAI 1952,FRANCE
,,,,,,"940018635",1 ALLEE DU CLOS DE LA PTE FERME,"94880",Noiseau,"1",,ALLEE,DU CLOS DE LA PTE FERME,FRANCE
,,,,,,"940018636",1 ALLÉE DU FAISON DORÉ,"94420",Le Plessis-TrÃ©vise,"1",,,ALLÉE DU FAISON DORÉ,FRANCE
,,,,,,"940018637",1 ALLEE JEAN COUZY,"94400",Vitry-sur-Seine,"1",,ALLEE,JEAN COUZY,FRANCE
,,,,,,"940018638",1 ALLEE S. DELAUNAY,"94800",Villejuif,"1",,ALLEE,S. DELAUNAY,FRANCE
,,,,,,"940018639",1 AVENUE DU DOCTEUR CHARCOT,"94600",Choisy-le-Roi,"1",,AVENUE,DU DOCTEUR CHARCOT,FRANCE
,,,,,,"940018640",1 AVENUE MICHEL GOUTIER,"94380",Bonneuil-sur-Marne,"1",,AVENUE,MICHEL GOUTIER,FRANCE
